ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,CITY,REGION,STATE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
541163,16-25,male,majority,0-9y,high school,working class,0.3089742693210341,yes,before 2015,no,no,32765,oviedo,south,,11000.0,,0,,0,1.0
69241,26-39,male,majority,0-9y,university,upper class,0.6588498265607253,yes,before 2015,yes,yes,95404,santa rosa,west,california,9000.0,,0,,0,1.0
984163,40-64,male,majority,20-29y,university,upper class,0.8064959362542691,no,after 2015,yes,yes,21217,baltimore,south,maryland,14000.0,sedan,2,0.0,0,1.0
414015,26-39,male,majority,10-19y,university,upper class,0.6131174592847092,yes,before 2015,no,no,21217,baltimore,south,maryland,12000.0,,1,,0,1.0
440633,40-64,female,majority,20-29y,high school,middle class,0.5991275990330529,yes,before 2015,yes,yes,95404,santa rosa,west,california,11000.0,sedan,2,,1,0.0
949958,16-25,female,majority,0-9y,none,poverty,0.4516269504827541,no,before 2015,no,no,95404,santa rosa,west,california,16000.0,sedan,0,0.0,0,1.0
593282,16-25,female,majority,0-9y,university,middle class,,no,before 2015,no,no,95404,santa rosa,west,california,17000.0,,0,,0,1.0
310616,65+,female,majority,10-19y,high school,upper class,0.4419299636477104,yes,before 2015,yes,yes,95404,santa rosa,west,,10000.0,,0,,0,0.0
927587,40-64,male,majority,10-19y,university,middle class,,yes,after 2015,no,yes,95404,santa rosa,west,california,12000.0,sedan,2,0.0,2,0.0
917153,16-25,male,majority,0-9y,none,poverty,0.2667602155246711,no,before 2015,no,no,95404,santa rosa,west,california,16000.0,,0,,0,1.0
47113,65+,female,majority,30y+,university,upper class,0.6073189894709127,no,before 2015,yes,yes,95404,santa rosa,west,california,17000.0,sedan,2,0.0,2,0.0
614012,40-64,male,majority,10-19y,university,upper class,0.5350458989224304,yes,before 2015,yes,yes,95404,santa rosa,west,california,8000.0,sedan,1,,4,0.0
103722,40-64,female,majority,20-29y,high school,middle class,0.5750947360282379,yes,before 2015,yes,yes,95404,santa rosa,west,california,,sedan,0,,2,0.0
192230,65+,female,majority,0-9y,high school,upper class,,yes,before 2015,no,yes,95404,santa rosa,west,california,12000.0,,0,,0,1.0
622701,40-64,female,majority,0-9y,none,working class,0.5183478114535179,no,after 2015,no,yes,95404,santa rosa,west,california,12000.0,sedan,0,0.0,0,1.0
893682,26-39,male,majority,10-19y,university,middle class,0.6852652060543032,yes,before 2015,no,yes,95404,santa rosa,west,california,17000.0,sedan,1,,0,0.0
25547,16-25,female,majority,0-9y,none,poverty,0.3412755827959321,no,before 2015,no,yes,32765,oviedo,south,,12000.0,,0,,0,1.0
184319,16-25,male,majority,0-9y,university,middle class,0.518727948796731,yes,before 2015,no,yes,92101,san diego,west,california,14000.0,,0,,0,1.0
768080,26-39,male,majority,10-19y,university,middle class,0.2036673764213594,,after 2015,no,yes,95404,santa rosa,west,,13000.0,,0,,2,0.0
520811,16-25,female,majority,0-9y,none,poverty,0.5240612874798722,no,before 2015,no,no,32765,oviedo,south,florida,15000.0,sports car,0,0.0,0,1.0
736894,16-25,female,majority,0-9y,none,poverty,0.4859360660215372,no,before 2015,no,yes,95404,santa rosa,west,california,11000.0,,0,,0,1.0
431213,26-39,female,minority,10-19y,high school,upper class,0.6819701244577162,,after 2015,yes,no,32765,oviedo,south,florida,12000.0,,0,,1,0.0
856448,65+,female,majority,30y+,high school,upper class,0.5156149089821493,yes,before 2015,yes,yes,95404,santa rosa,west,california,,sedan,1,0.0,6,0.0
250947,26-39,female,majority,10-19y,high school,middle class,0.5467610803924773,yes,after 2015,no,yes,95404,santa rosa,west,california,16000.0,sedan,0,,1,0.0
264604,26-39,male,majority,10-19y,none,middle class,0.6180001370819622,yes,before 2015,no,no,95404,santa rosa,west,california,15000.0,,0,,0,0.0
142365,26-39,male,majority,10-19y,high school,middle class,0.3604013242738175,yes,before 2015,yes,yes,95404,santa rosa,west,california,7000.0,,0,,0,0.0
252151,40-64,male,minority,0-9y,high school,upper class,0.5509662705066687,yes,before 2015,yes,no,21217,baltimore,south,maryland,15000.0,sedan,0,,0,1.0
118207,65+,male,majority,30y+,university,upper class,,yes,after 2015,yes,yes,95404,santa rosa,west,california,12000.0,,8,,1,0.0
30051,40-64,male,majority,20-29y,university,upper class,0.6302062062076871,yes,after 2015,yes,yes,95404,santa rosa,west,california,12000.0,sedan,3,,3,0.0
572525,65+,male,majority,30y+,high school,middle class,0.6952820041732881,yes,before 2015,no,yes,95404,santa rosa,west,california,12000.0,,10,,5,0.0
776955,26-39,female,majority,10-19y,high school,middle class,,no,before 2015,yes,yes,95404,santa rosa,west,california,16000.0,sedan,0,0.0,0,0.0
797155,26-39,female,majority,10-19y,high school,poverty,0.3122205327867228,yes,before 2015,no,no,95404,santa rosa,west,california,15000.0,,0,,1,0.0
317561,65+,male,majority,30y+,university,upper class,0.5624884776539817,yes,before 2015,yes,yes,32765,oviedo,south,,6000.0,,17,,2,0.0
929121,40-64,female,majority,20-29y,university,upper class,0.5487401616880897,yes,after 2015,no,yes,95404,santa rosa,west,california,12000.0,,2,,0,0.0
869489,40-64,female,majority,10-19y,university,upper class,0.6646112638037833,,before 2015,no,yes,95404,santa rosa,west,california,12000.0,,0,,0,0.0
957766,40-64,female,majority,20-29y,university,middle class,0.5494002432161839,yes,before 2015,yes,yes,95404,santa rosa,west,california,8000.0,sports car,0,0.0,1,0.0
290927,65+,female,majority,30y+,university,upper class,0.7085295012178382,yes,before 2015,yes,yes,95404,santa rosa,west,california,12000.0,,1,,4,0.0
930316,26-39,male,majority,10-19y,high school,middle class,0.4610850663254849,yes,before 2015,no,no,32765,oviedo,south,florida,12000.0,,0,,0,0.0
737825,40-64,male,majority,10-19y,university,upper class,0.5511064646902994,no,before 2015,yes,yes,95404,santa rosa,west,california,9000.0,,1,,3,0.0
558222,26-39,female,majority,10-19y,none,poverty,0.4171531938610161,no,before 2015,yes,no,95404,santa rosa,west,california,11000.0,,0,,0,1.0
676411,65+,female,majority,30y+,high school,upper class,0.7048660209412088,yes,before 2015,yes,yes,32765,oviedo,south,,10000.0,,3,,1,0.0
414748,26-39,male,majority,10-19y,none,poverty,0.3888042347468912,no,before 2015,yes,no,95404,santa rosa,west,california,13000.0,sedan,0,0.0,1,1.0
799058,16-25,female,majority,0-9y,high school,working class,0.2552813983535689,no,before 2015,no,yes,95404,santa rosa,west,california,10000.0,sedan,0,0.0,0,1.0
478043,26-39,female,minority,0-9y,high school,upper class,0.6536655434140923,,before 2015,yes,no,32765,oviedo,south,florida,11000.0,,0,,0,1.0
563923,16-25,female,majority,0-9y,high school,poverty,0.219474431539439,no,before 2015,yes,no,95404,santa rosa,west,california,15000.0,,0,,0,0.0
145590,65+,male,majority,30y+,university,upper class,0.5769851119276853,yes,after 2015,yes,yes,95404,santa rosa,west,california,11000.0,,2,,3,0.0
989895,40-64,male,majority,20-29y,none,middle class,0.4145561410384915,no,before 2015,yes,yes,95404,santa rosa,west,california,11000.0,sedan,1,,3,0.0
757274,65+,male,minority,30y+,university,upper class,0.5463033993395577,yes,before 2015,yes,yes,95404,santa rosa,west,california,10000.0,,3,,2,0.0
822944,40-64,female,majority,20-29y,high school,upper class,0.5635429652490147,yes,after 2015,yes,yes,32765,oviedo,south,,6000.0,,1,,2,0.0
57811,65+,female,majority,30y+,none,working class,0.260393118704904,no,after 2015,yes,yes,95404,santa rosa,west,california,12000.0,,0,,1,0.0
509652,65+,male,majority,30y+,university,upper class,0.6135080387832703,yes,after 2015,yes,yes,95404,santa rosa,west,california,11000.0,,5,,2,0.0
342723,40-64,male,majority,20-29y,high school,upper class,0.5249484630181547,yes,before 2015,no,no,95404,santa rosa,west,,20000.0,,1,,1,0.0
697174,26-39,male,majority,10-19y,university,middle class,0.4288748549654213,yes,before 2015,yes,no,95404,santa rosa,west,california,13000.0,sedan,0,0.0,0,0.0
89556,40-64,male,majority,20-29y,high school,upper class,0.7304737066855177,no,before 2015,yes,yes,95404,santa rosa,west,california,9000.0,sedan,3,,5,0.0
179958,26-39,male,majority,10-19y,university,upper class,,yes,before 2015,yes,yes,95404,santa rosa,west,california,11000.0,,1,,0,0.0
792349,65+,female,majority,20-29y,university,upper class,,yes,before 2015,yes,yes,32765,oviedo,south,florida,7000.0,,4,,1,0.0
835584,26-39,female,majority,10-19y,high school,poverty,0.4297305787175271,no,before 2015,no,no,95404,santa rosa,west,california,17000.0,,0,,0,0.0
628311,26-39,male,majority,10-19y,high school,poverty,,yes,before 2015,yes,yes,95404,santa rosa,west,california,12000.0,,2,,0,0.0
980138,65+,female,majority,20-29y,university,upper class,0.6867094469004275,yes,before 2015,yes,yes,32765,oviedo,south,,7000.0,sedan,3,,1,0.0
265151,65+,female,minority,30y+,none,middle class,0.3573674053757103,yes,after 2015,no,no,95404,santa rosa,west,california,14000.0,,2,,1,0.0
981118,16-25,female,majority,0-9y,high school,poverty,0.3979969052622514,no,before 2015,no,yes,92101,san diego,west,california,10000.0,,0,,0,1.0
71802,40-64,male,majority,0-9y,university,upper class,0.499261090274185,yes,before 2015,yes,yes,95404,santa rosa,west,california,9000.0,,0,,0,0.0
18985,40-64,male,majority,20-29y,high school,working class,0.353037465751883,no,before 2015,no,yes,95404,santa rosa,west,california,14000.0,,0,,2,0.0
943745,40-64,female,majority,10-19y,none,working class,0.5112240535268353,no,before 2015,no,yes,95404,santa rosa,west,california,,sports car,0,0.0,0,1.0
192473,65+,female,majority,30y+,university,upper class,0.6745265624555116,,after 2015,yes,yes,32765,oviedo,south,florida,10000.0,,6,,1,0.0
624420,65+,female,majority,0-9y,university,upper class,0.7212508700799819,yes,after 2015,yes,no,32765,oviedo,south,florida,,,0,,0,0.0
630765,26-39,male,majority,10-19y,none,middle class,0.5046098109552535,no,before 2015,no,yes,95404,santa rosa,west,california,8000.0,,2,,4,0.0
551055,65+,male,majority,0-9y,university,upper class,0.5540804042745787,yes,after 2015,no,yes,95404,santa rosa,west,california,14000.0,sedan,0,,0,0.0
802517,40-64,female,majority,20-29y,none,poverty,0.4952437707500946,,before 2015,no,yes,95404,santa rosa,west,california,16000.0,sedan,1,0.0,0,0.0
21811,26-39,male,majority,0-9y,none,poverty,0.2536981452565217,no,before 2015,yes,yes,95404,santa rosa,west,california,8000.0,,0,,0,1.0
112200,65+,female,majority,30y+,none,middle class,0.378504877194302,yes,before 2015,yes,yes,95404,santa rosa,west,california,12000.0,sedan,4,,2,0.0
345853,26-39,male,majority,10-19y,none,working class,0.4687183422871271,no,after 2015,yes,no,95404,santa rosa,west,california,,,1,,1,0.0
153846,26-39,male,minority,10-19y,university,upper class,0.6281887021933753,no,before 2015,no,yes,95404,santa rosa,west,california,11000.0,sedan,1,0.0,0,0.0
945619,26-39,female,majority,10-19y,high school,middle class,0.6943885556325824,no,after 2015,yes,yes,95404,santa rosa,west,california,10000.0,sedan,2,0.0,1,0.0
865814,40-64,male,majority,0-9y,high school,upper class,0.6287676720732993,yes,after 2015,no,yes,95404,santa rosa,,california,17000.0,sedan,0,,0,0.0
460575,40-64,female,majority,20-29y,university,upper class,0.6349882171781278,yes,before 2015,no,yes,95404,santa rosa,west,california,12000.0,sports car,0,,0,0.0
380265,26-39,female,majority,0-9y,high school,working class,,yes,before 2015,no,no,95404,santa rosa,west,,12000.0,sedan,0,0.0,0,0.0
381865,26-39,male,majority,10-19y,university,middle class,0.6341069822933729,,after 2015,no,no,32765,oviedo,south,florida,15000.0,,4,,2,1.0
240493,26-39,male,majority,10-19y,none,working class,0.3833086645172717,no,before 2015,no,yes,95404,santa rosa,west,california,9000.0,,1,,3,0.0
778864,65+,female,minority,0-9y,university,upper class,0.3895896430375335,yes,after 2015,no,yes,95404,santa rosa,west,california,,sedan,0,,0,0.0
316532,16-25,male,majority,0-9y,high school,poverty,0.3211351863308945,,before 2015,no,yes,32765,oviedo,south,florida,11000.0,,0,,0,1.0
757729,65+,female,majority,20-29y,university,upper class,0.7293609365968912,yes,after 2015,yes,yes,32765,oviedo,south,florida,7000.0,sedan,2,,1,0.0
123802,40-64,male,minority,0-9y,high school,middle class,0.6488951900742446,yes,before 2015,yes,yes,95404,santa rosa,west,california,12000.0,,0,,0,1.0
286,16-25,male,minority,0-9y,university,poverty,0.2762350064240472,no,before 2015,no,yes,95404,santa rosa,west,california,13000.0,,0,,0,1.0
34790,16-25,female,majority,0-9y,none,poverty,0.1882399427662648,,before 2015,no,yes,95404,santa rosa,west,california,14000.0,,0,,0,1.0
578035,40-64,female,majority,20-29y,high school,upper class,0.6211206784777938,yes,before 2015,yes,yes,95404,santa rosa,west,,10000.0,,1,,2,0.0
431488,26-39,female,minority,10-19y,university,upper class,0.4455147420403712,yes,before 2015,yes,yes,95404,santa rosa,west,california,13000.0,,1,,1,0.0
791566,16-25,male,majority,0-9y,none,poverty,,no,before 2015,no,no,32765,oviedo,south,,13000.0,,0,,0,1.0
952819,40-64,male,majority,10-19y,none,middle class,0.4035794336161504,yes,after 2015,yes,yes,95404,santa rosa,west,california,,sedan,3,0.0,1,0.0
993421,26-39,male,minority,10-19y,high school,working class,0.2681872451082304,yes,before 2015,no,yes,95404,santa rosa,west,california,9000.0,,1,,4,0.0
86139,40-64,male,majority,0-9y,high school,upper class,0.5082979278654464,yes,before 2015,yes,yes,92101,san diego,,california,11000.0,,0,,0,1.0
224037,65+,female,majority,20-29y,university,upper class,0.6569945322053279,yes,after 2015,no,yes,32765,oviedo,south,florida,10000.0,,5,,1,0.0
752334,16-25,male,minority,0-9y,university,working class,0.4642450581939386,no,before 2015,yes,no,95404,santa rosa,west,california,14000.0,,0,,0,1.0
728501,65+,male,majority,20-29y,none,upper class,0.6396124963599015,yes,before 2015,no,yes,32765,oviedo,south,,13000.0,,3,,3,0.0
965368,65+,female,minority,10-19y,none,upper class,0.7109210375414182,yes,after 2015,yes,yes,95404,santa rosa,west,california,11000.0,,0,,3,0.0
845873,65+,female,majority,20-29y,high school,upper class,0.7033636214554146,yes,after 2015,no,yes,95404,santa rosa,west,,10000.0,,1,,0,0.0
634428,16-25,female,majority,0-9y,high school,poverty,0.25244026019421,,after 2015,yes,no,95404,santa rosa,west,california,14000.0,sedan,0,0.0,0,1.0
796413,16-25,male,majority,0-9y,none,poverty,,yes,after 2015,no,yes,92101,san diego,west,california,10000.0,sedan,0,,0,1.0
224498,16-25,female,majority,0-9y,none,poverty,0.4580679123278471,no,before 2015,no,no,95404,santa rosa,west,california,17000.0,,0,,0,1.0
970143,65+,male,majority,0-9y,university,upper class,0.6603034733296376,yes,after 2015,yes,yes,95404,santa rosa,west,california,,,0,,0,0.0
813305,26-39,male,majority,10-19y,high school,middle class,0.5449762448529542,no,before 2015,yes,no,95404,santa rosa,west,california,12000.0,,0,,1,1.0
311442,16-25,male,majority,0-9y,university,upper class,0.5625408006602023,,after 2015,yes,yes,95404,santa rosa,west,california,13000.0,sedan,0,,0,1.0
959979,65+,female,majority,0-9y,high school,upper class,0.4323797470165003,,after 2015,no,no,95404,santa rosa,west,california,,sedan,0,,0,1.0
631430,26-39,female,majority,10-19y,none,middle class,0.4650176410950612,yes,after 2015,no,no,32765,oviedo,south,florida,,,1,,0,0.0
823223,16-25,male,minority,0-9y,university,middle class,0.6655507979109212,no,before 2015,yes,no,32765,oviedo,south,,6000.0,,0,,0,1.0
595493,40-64,female,majority,0-9y,university,upper class,0.5910270591496051,yes,after 2015,yes,yes,95404,santa rosa,west,california,9000.0,,0,,0,0.0
47896,16-25,female,majority,0-9y,high school,working class,0.5416544222018453,yes,before 2015,no,yes,95404,santa rosa,west,california,15000.0,sedan,0,0.0,0,1.0
133368,26-39,male,majority,10-19y,university,middle class,,yes,after 2015,yes,yes,95404,santa rosa,west,california,12000.0,,1,,1,0.0
384342,65+,female,majority,20-29y,university,upper class,0.512923620015934,,before 2015,yes,yes,32765,oviedo,south,,6000.0,,6,,0,0.0
878076,16-25,female,minority,0-9y,none,poverty,0.2988157227487647,no,before 2015,yes,yes,95404,santa rosa,west,california,11000.0,sedan,0,,0,1.0
343971,65+,male,majority,30y+,university,upper class,0.6254673939107617,yes,after 2015,yes,yes,92101,san diego,west,,9000.0,sedan,4,,2,0.0
971841,40-64,female,majority,20-29y,university,upper class,0.5602501519114655,yes,after 2015,yes,yes,95404,santa rosa,west,california,15000.0,sedan,1,0.0,1,0.0
305028,65+,female,minority,10-19y,university,upper class,0.5822057363830183,yes,after 2015,yes,yes,95404,santa rosa,west,california,13000.0,sedan,0,,3,0.0
775336,16-25,male,majority,0-9y,none,poverty,0.3155345576766409,no,before 2015,no,no,95404,santa rosa,west,california,12000.0,,0,,0,1.0
147805,26-39,male,majority,0-9y,high school,poverty,0.2672718699014508,no,before 2015,no,yes,95404,santa rosa,west,california,8000.0,,0,,0,1.0
912569,65+,female,majority,30y+,high school,upper class,0.5098028385370175,yes,before 2015,yes,yes,32765,oviedo,south,,11000.0,,2,,1,0.0
627852,65+,male,majority,10-19y,high school,upper class,0.5836716698036587,yes,after 2015,yes,yes,95404,santa rosa,west,california,13000.0,sedan,2,0.0,2,0.0
892650,65+,male,minority,10-19y,high school,working class,0.2222805271146608,no,after 2015,no,yes,95404,santa rosa,west,california,16000.0,,1,,0,0.0
381711,26-39,female,majority,0-9y,university,upper class,0.5185065699921058,yes,after 2015,no,no,32765,oviedo,south,florida,12000.0,sedan,0,0.0,0,0.0
854406,40-64,male,majority,20-29y,university,upper class,0.708576850672757,yes,after 2015,no,yes,95404,santa rosa,west,california,12000.0,sedan,3,,6,0.0
92951,16-25,male,majority,0-9y,none,poverty,,no,before 2015,no,yes,95404,santa rosa,west,california,16000.0,,0,,0,1.0
219625,65+,male,majority,20-29y,university,upper class,0.4807566449040954,yes,before 2015,yes,yes,95404,santa rosa,west,california,10000.0,,4,,3,0.0
321057,40-64,male,majority,20-29y,university,upper class,0.5720389751390466,yes,before 2015,yes,yes,32765,oviedo,south,florida,7000.0,sedan,13,,1,0.0
27809,26-39,male,majority,10-19y,university,upper class,0.7011064219380432,yes,before 2015,no,no,95404,santa rosa,west,california,16000.0,sedan,0,0.0,2,1.0
937771,26-39,male,majority,10-19y,high school,upper class,0.5411583382830242,yes,after 2015,no,yes,95404,santa rosa,west,california,10000.0,,1,,2,0.0
242782,65+,male,majority,0-9y,high school,upper class,0.6862062120756587,yes,after 2015,yes,yes,95404,santa rosa,west,california,7000.0,sedan,0,,0,0.0
547164,40-64,female,majority,20-29y,high school,upper class,0.4945546402758661,yes,after 2015,no,no,32765,oviedo,south,florida,13000.0,,2,,0,0.0
695059,40-64,male,majority,10-19y,university,upper class,0.3835885249830328,yes,before 2015,no,yes,32765,oviedo,south,,6000.0,,7,,1,0.0
832759,16-25,female,majority,0-9y,high school,poverty,0.3169037155529278,no,before 2015,no,yes,95404,santa rosa,,california,15000.0,,0,,0,1.0
71485,16-25,female,majority,0-9y,none,poverty,0.4461151066196652,no,before 2015,yes,no,95404,santa rosa,west,california,9000.0,sedan,0,0.0,0,0.0
124660,16-25,female,minority,0-9y,none,working class,0.4255194543062147,no,before 2015,no,yes,95404,santa rosa,west,california,14000.0,,0,,0,1.0
207087,65+,female,majority,10-19y,university,upper class,0.6375637817816244,yes,before 2015,yes,yes,95404,santa rosa,west,california,,sedan,0,0.0,0,0.0
315430,40-64,female,majority,0-9y,none,working class,0.4705707177894082,yes,before 2015,no,yes,95404,santa rosa,west,california,12000.0,sedan,0,0.0,0,0.0
40864,40-64,male,majority,0-9y,university,upper class,0.5356041396005512,yes,before 2015,yes,no,32765,oviedo,south,florida,8000.0,sedan,0,,0,1.0
41497,16-25,female,majority,0-9y,university,working class,0.5432601158286279,no,before 2015,no,yes,95404,santa rosa,west,california,10000.0,sedan,0,,0,1.0
377739,65+,male,majority,20-29y,university,upper class,0.7017103211541736,yes,before 2015,yes,yes,32765,oviedo,south,florida,8000.0,,9,,3,0.0
236599,26-39,male,majority,10-19y,high school,middle class,0.5897009791045345,yes,before 2015,yes,yes,95404,santa rosa,west,california,10000.0,,0,,3,0.0
839497,26-39,male,majority,0-9y,high school,poverty,0.4884787069775134,yes,before 2015,no,no,95404,santa rosa,west,california,14000.0,,0,,0,1.0
863474,40-64,male,majority,10-19y,university,upper class,0.7133739757784759,no,before 2015,no,no,95404,santa rosa,west,california,10000.0,sedan,4,,1,0.0
826015,65+,male,majority,0-9y,high school,upper class,0.6982102496436058,yes,after 2015,yes,yes,95404,santa rosa,west,california,14000.0,sedan,0,,0,0.0
403691,26-39,female,majority,10-19y,high school,middle class,0.4744787874496229,yes,before 2015,yes,yes,95404,santa rosa,west,california,15000.0,,1,,0,0.0
806638,26-39,female,majority,10-19y,none,middle class,0.5921887867818202,yes,after 2015,no,no,95404,santa rosa,west,california,15000.0,sedan,0,,0,0.0
953868,65+,female,majority,30y+,university,upper class,0.731143593597601,yes,before 2015,yes,no,95404,santa rosa,west,california,10000.0,,4,,3,0.0
374528,65+,male,majority,10-19y,university,upper class,,yes,before 2015,yes,yes,95404,santa rosa,west,,10000.0,,0,,1,0.0
513085,26-39,male,majority,0-9y,university,middle class,0.4865702753124045,yes,before 2015,no,yes,95404,santa rosa,west,california,12000.0,,0,,0,1.0
23638,40-64,female,majority,10-19y,none,working class,,yes,before 2015,yes,yes,21217,baltimore,south,maryland,14000.0,sports car,0,,2,1.0
342282,16-25,male,majority,0-9y,university,working class,0.471124315994713,no,before 2015,no,yes,95404,santa rosa,west,california,,,0,,0,1.0
685698,26-39,female,majority,10-19y,university,upper class,,yes,after 2015,yes,no,32765,oviedo,south,florida,7000.0,sedan,6,,1,1.0
311662,16-25,male,majority,0-9y,none,poverty,0.2730959922696246,no,before 2015,no,yes,95404,santa rosa,west,california,14000.0,,0,,0,1.0
61471,16-25,female,majority,0-9y,none,working class,0.3907774641073533,yes,before 2015,no,yes,95404,santa rosa,west,california,10000.0,,0,,0,1.0
10486,40-64,male,majority,20-29y,university,upper class,0.5731585837938462,no,after 2015,yes,yes,32765,oviedo,south,florida,9000.0,,9,,3,0.0
674205,16-25,female,minority,0-9y,high school,working class,0.4209013627520005,no,after 2015,no,yes,32765,oviedo,south,florida,8000.0,sedan,0,0.0,0,0.0
631816,26-39,female,majority,10-19y,high school,middle class,0.6706576625870653,yes,after 2015,yes,yes,32765,oviedo,south,florida,10000.0,,2,,2,0.0
902936,65+,female,majority,10-19y,university,upper class,0.7672585842304487,,after 2015,yes,yes,95404,santa rosa,west,california,12000.0,sedan,0,0.0,0,0.0
905027,65+,male,majority,10-19y,high school,middle class,0.4564119861529349,yes,before 2015,yes,no,95404,santa rosa,west,california,12000.0,,0,,2,0.0
833749,65+,male,majority,30y+,high school,upper class,0.6100130831768541,yes,after 2015,no,yes,95404,santa rosa,west,california,14000.0,,4,,2,0.0
544845,40-64,male,majority,0-9y,university,upper class,0.4756558061235115,no,before 2015,no,yes,32765,oviedo,south,florida,,sedan,0,,0,1.0
311880,16-25,male,majority,0-9y,none,poverty,0.3357969699282221,no,before 2015,no,no,32765,oviedo,south,florida,,,0,,0,1.0
135577,26-39,male,majority,10-19y,university,middle class,0.5266138203612011,yes,after 2015,no,no,32765,oviedo,south,,13000.0,sedan,2,1.0,1,0.0
726987,65+,male,majority,30y+,high school,upper class,0.6133628265829758,yes,after 2015,yes,yes,95404,santa rosa,west,california,11000.0,,5,,3,0.0
872748,26-39,male,majority,0-9y,university,upper class,0.5085456984605072,yes,after 2015,yes,yes,95404,santa rosa,west,california,10000.0,,0,,0,1.0
756603,26-39,female,majority,10-19y,high school,poverty,0.3837809456894412,no,before 2015,no,yes,95404,santa rosa,west,california,16000.0,,0,,0,1.0
740156,16-25,female,majority,0-9y,high school,working class,0.4639093320448193,yes,after 2015,no,no,32765,oviedo,south,florida,,,0,,0,0.0
99647,16-25,female,majority,0-9y,high school,poverty,0.3183171447890638,no,before 2015,no,no,95404,santa rosa,west,california,15000.0,,0,,0,0.0
848222,40-64,male,majority,20-29y,high school,upper class,0.6247420724305428,yes,before 2015,yes,yes,95404,santa rosa,west,california,11000.0,,5,,5,0.0
507419,26-39,female,majority,0-9y,university,upper class,0.4089763414208628,yes,after 2015,no,no,95404,santa rosa,west,california,13000.0,sports car,0,,0,0.0
823526,65+,male,majority,30y+,high school,middle class,0.4779626125416225,yes,before 2015,yes,yes,95404,santa rosa,west,,10000.0,sedan,7,,5,0.0
841430,40-64,female,majority,20-29y,none,middle class,0.5113500653183151,no,before 2015,yes,yes,95404,santa rosa,west,california,11000.0,,1,,2,0.0
960933,65+,female,majority,30y+,high school,upper class,0.7802098585527684,yes,after 2015,yes,yes,32765,oviedo,south,,9000.0,sedan,6,1.0,3,0.0
376004,16-25,female,majority,0-9y,high school,working class,,,before 2015,no,yes,95404,santa rosa,west,california,9000.0,,0,,0,0.0
551195,65+,male,majority,30y+,university,upper class,0.7012927943446796,yes,before 2015,no,no,95404,santa rosa,west,california,15000.0,,3,,2,0.0
18890,40-64,female,majority,10-19y,university,upper class,0.714968018770484,yes,before 2015,no,yes,95404,santa rosa,west,california,15000.0,,0,,1,0.0
259179,40-64,female,minority,20-29y,high school,upper class,0.608518437261795,,before 2015,yes,yes,95404,santa rosa,west,california,8000.0,,3,,1,0.0
5306,26-39,male,majority,0-9y,university,middle class,0.4950597535122331,no,before 2015,yes,yes,95404,santa rosa,west,california,,sedan,0,,0,1.0
768784,65+,female,majority,30y+,university,upper class,0.6751971538113963,yes,before 2015,no,yes,95404,santa rosa,west,california,10000.0,,2,,2,0.0
184971,40-64,male,majority,10-19y,university,upper class,0.7051030113696413,yes,before 2015,no,no,95404,santa rosa,west,california,12000.0,sedan,0,,2,0.0
17816,26-39,female,majority,10-19y,university,middle class,0.4766142689481032,,before 2015,no,yes,95404,santa rosa,west,california,,sedan,0,0.0,1,0.0
475210,16-25,male,minority,0-9y,none,poverty,0.3190279628767566,no,before 2015,no,yes,95404,santa rosa,west,california,,,0,,0,1.0
741721,16-25,female,majority,0-9y,none,working class,0.328418073012308,yes,after 2015,no,yes,95404,santa rosa,west,california,12000.0,,0,,0,0.0
184176,26-39,female,majority,10-19y,high school,poverty,0.3449776885977702,no,before 2015,no,no,95404,santa rosa,west,california,18000.0,,1,,1,0.0
118620,26-39,male,majority,10-19y,university,upper class,,yes,before 2015,yes,yes,32765,oviedo,south,,9000.0,,3,,0,1.0
551808,16-25,female,majority,0-9y,high school,middle class,,yes,before 2015,no,no,95404,santa rosa,west,california,16000.0,sedan,0,,0,0.0
679272,26-39,male,majority,0-9y,none,working class,0.3743936063114605,no,before 2015,no,no,32765,oviedo,south,florida,11000.0,,0,,0,1.0
401740,40-64,male,majority,0-9y,university,upper class,0.6917153580916104,yes,before 2015,yes,yes,95404,santa rosa,west,california,13000.0,sedan,0,0.0,0,0.0
9289,16-25,female,majority,0-9y,university,upper class,0.6338175350480558,yes,before 2015,yes,yes,95404,santa rosa,west,california,7000.0,,0,,0,1.0
134351,65+,male,majority,20-29y,university,upper class,0.5306257372859773,no,after 2015,no,yes,92101,san diego,west,,14000.0,,3,,0,0.0
670374,65+,male,majority,0-9y,high school,upper class,0.4255919544188486,yes,after 2015,yes,yes,32765,oviedo,south,florida,10000.0,sedan,0,,0,1.0
247819,16-25,male,minority,0-9y,none,poverty,0.3106877761171272,no,after 2015,no,no,95404,santa rosa,west,california,13000.0,sedan,0,,0,0.0
72351,65+,male,majority,30y+,high school,upper class,0.6678303790199109,yes,after 2015,yes,yes,32765,oviedo,south,florida,6000.0,,11,,3,0.0
140258,40-64,male,majority,0-9y,university,upper class,0.5782552015622614,yes,before 2015,yes,yes,95404,santa rosa,west,california,11000.0,,0,,0,1.0
